seq_name	seq_desc	pred_gene	gene_desc	e-value	bitscore
sp|P17303|NIFH_AZOBR	Nitrogenase iron protein OS=Azospirillum brasilense OX=192 GN=nifH PE=3 SV=1	nifH	nitrogenase iron protein	3e-141	464.4
sp|Q07942|NIFH2_RHOCA	Nitrogenase iron protein 2 OS=Rhodobacter capsulatus OX=1061 GN=anfH PE=3 SV=1	nifH	nitrogenase iron protein	1.3e-140	462.3
sp|P0CW56|NIFH_METMI	Nitrogenase iron protein OS=Methanococcus maripaludis OX=39152 GN=nifH PE=3 SV=1	nifH	nitrogenase iron protein	1.7e-140	461.9
sp|P00463|NIFH_BRASP	Nitrogenase iron protein OS=Bradyrhizobium sp. (strain ANU 289) OX=186901 GN=nifH PE=3 SV=1	nifH	nitrogenase iron protein	2.8e-140	461.2
sp|P06117|NIFH_BRADU	Nitrogenase iron protein OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM	nifH	nitrogenase iron protein	5.2e-140	460.3
sp|O31183|NIFH_CERSP	Nitrogenase iron protein OS=Cereibacter sphaeroides OX=1063 GN=nifH PE=3 SV=1	nifH	nitrogenase iron protein	3.1e-139	457.8
sp|A1BEH0|NIFH_CHLPD	Nitrogenase iron protein OS=Chlorobium phaeobacteroides (strain DSM 266) OX=290317 GN=nifH PE=3	nifH	nitrogenase iron protein	3.5e-139	457.6
sp|P08925|NIFH_FRAAL	Nitrogenase iron protein OS=Frankia alni OX=1859 GN=nifH PE=3 SV=1	nifH	nitrogenase iron protein	1.3e-138	455.7
sp|P26254|NIFH_TRITH	Nitrogenase iron protein OS=Trichodesmium thiebautii OX=1208 GN=nifH PE=3 SV=2	nifH	nitrogenase iron protein	1.4e-137	452.3
sp|P16269|NIFH3_AZOVI	Nitrogenase iron protein 3 OS=Azotobacter vinelandii OX=354 GN=anfH PE=3 SV=1	nifH	nitrogenase iron protein	1.4e-137	452.3
sp|P00462|NIFH_RHIET	Nitrogenase iron protein OS=Rhizobium etli OX=29449 GN=nifH PE=3 SV=1	nifH	nitrogenase iron protein	2.1e-137	451.8
sp|Q58289|NIFH_METJA	Nitrogenase iron protein OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1	nifH	nitrogenase iron protein	3.8e-137	450.9
sp|Q98AP7|NIFH_RHILO	Nitrogenase iron protein OS=Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099	nifH	nitrogenase iron protein	9.5e-137	449.6
sp|P22921|NIFH_RHORU	Nitrogenase iron protein OS=Rhodospirillum rubrum OX=1085 GN=nifH PE=1 SV=1	nifH	nitrogenase iron protein	3.7e-136	447.7
sp|P00461|NIFH_RHILT	Nitrogenase iron protein OS=Rhizobium leguminosarum bv. trifolii OX=386 GN=nifH PE=3 SV=1	nifH	nitrogenase iron protein	1.6e-135	445.6
sp|P06661|NIFH_ACIFR	Nitrogenase iron protein OS=Acidithiobacillus ferrooxidans OX=920 GN=nifH PE=3 SV=2	nifH	nitrogenase iron protein	7.2e-135	443.5
sp|P06119|NIFH_METVO	Nitrogenase iron protein OS=Methanococcus voltae OX=2188 GN=nifH PE=3 SV=1	nifH	nitrogenase iron protein	2e-129	425.6
sp|P17862|NODC_RHILO	N-acetylglucosaminyltransferase OS=Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF	nodC	chitooligosaccharide synthase NodC	2.9e-233	768.8
sp|P50357|NODC_SINFN	N-acetylglucosaminyltransferase OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN	nodC	chitooligosaccharide synthase NodC	3.3e-232	765.3
sp|P72334|NODC_RHIS3	N-acetylglucosaminyltransferase OS=Rhizobium sp. (strain N33) OX=103798 GN=nodC PE=3 SV=1	nodC	chitooligosaccharide synthase NodC	1e-231	763.7
sp|P26024|NODC_BRADU	N-acetylglucosaminyltransferase OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528	nodC	chitooligosaccharide synthase NodC	2.8e-228	752.4
sp|P04341|NODC_RHIME	N-acetylglucosaminyltransferase OS=Rhizobium meliloti (strain 1021) OX=266834 GN=nodC PE=3 SV=1	nodC	chitooligosaccharide synthase NodC	7.5e-228	751.0
sp|P04340|NODC_RHILV	N-acetylglucosaminyltransferase OS=Rhizobium leguminosarum bv. viciae OX=387 GN=nodC PE=3 SV=1	nodC	chitooligosaccharide synthase NodC	3.5e-227	748.8
sp|P50356|NODC_NEOGA	N-acetylglucosaminyltransferase OS=Neorhizobium galegae OX=399 GN=nodC PE=3 SV=1	nodC	chitooligosaccharide synthase NodC	7.5e-211	695.0
sp|Q07755|NODC_AZOC5	N-acetylglucosaminyltransferase OS=Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM	nodC	chitooligosaccharide synthase NodC	1.7e-202	667.5
